PIXEL_INDEX,MIN_LAT,MAX_LAT,MIN_LON,MAX_LON,AM,NEUTRON_DEN,W_MGO,W_AL2O3,W_SIO2,W_CAO,W_TIO2,W_FEO,W_K,W_TH,W_U,"E[0,0]","E[0,1]","E[0,2]","E[0,3]","E[0,4]","E[0,5]","E[0,6]","E[0,7]","E[0,8]","E[1,1]","E[1,2]","E[1,3]","E[1,4]","E[1,5]","E[1,6]","E[1,7]","E[1,8]","E[2,2]","E[2,3]","E[2,4]","E[2,5]","E[2,6]","E[2,7]","E[2,8]","E[3,3]","E[3,4]","E[3,5]","E[3,6]","E[3,7]","E[3,8]","E[4,4]","E[4,5]","E[4,6]","E[4,7]","E[4,8]","E[5,5]","E[5,6]","E[5,7]","E[5,8]","E[6,6]","E[6,7]","E[6,8]","E[7,7]","E[7,8]","E[8,8]"
34,-77.5,-72.5,0.0,18.0,21.636,1.6082e-06,0.047295,0.25859,0.45114,0.16644,0.0030675,0.045398,209.99,0.40295,0.109,6.6566e-05,0.0,0.0,-1.8802e-05,0.0,0.0,-0.22223,-2.78e-07,-2.8e-05,0.0001621,0.0,-5.0483e-05,0.0,-1.4512e-05,0.041697,-0.00013893,3.5563e-05,0.00012197,-4.7408e-06,-3.4827e-06,1.5229e-06,0.14861,0.00014782,-0.00021473,5.6714e-05,0.0,0.0,0.023853,-4.7749e-05,6.8113e-05,1.2781e-06,2.0795e-07,-0.0030831,2.0476e-06,1.4673e-05,4.7997e-06,0.0028898,7.3846e-06,1.9307e-05,2439.5,0.0,0.0,0.0033112,-0.00046935,0.0019192
35,-77.5,-72.5,18.0,36.0,21.592,1.6085e-06,0.060767,0.27754,0.44608,0.15332,0.0018335,0.0447,230.38,0.38568,0.10429,6.2912e-05,0.0,0.0,-1.7718e-05,0.0,0.0,-0.20935,-2.2355e-07,-2.6377e-05,0.00015298,0.0,-4.7484e-05,0.0,-1.3626e-05,0.039152,-0.00013128,3.436e-05,0.00011541,-4.492e-06,-3.2903e-06,1.4382e-06,0.14022,0.00013969,-0.00020332,5.34e-05,0.0,0.0,0.022358,-4.5006e-05,6.4167e-05,1.2024e-06,1.9395e-07,-0.0029106,1.9329e-06,1.3839e-05,4.5098e-06,0.002724,6.943e-06,1.8099e-05,2298.5,0.0,0.0,0.0031218,-0.00044326,0.001808
36,-77.5,-72.5,36.0,54.0,21.766,1.6054e-06,0.083546,0.2535,0.45298,0.15724,0.0,0.040081,213.02,0.41403,0.11203,6.3806e-05,0.0,0.0,-1.8023e-05,0.0,0.0,-0.21405,-4.2281e-07,-2.6468e-05,0.00015516,0.0,-4.8458e-05,0.0,-1.3876e-05,0.040185,-0.0001333,3.4844e-05,0.00011697,-4.6146e-06,-3.3608e-06,1.4751e-06,0.14346,0.0001423,-0.00020826,5.4603e-05,0.0,0.0,0.022893,-4.6371e-05,6.5785e-05,1.2322e-06,2.0172e-07,-0.0029868,1.9902e-06,1.4248e-05,4.5836e-06,0.0027913,7.0884e-06,1.8464e-05,2363.9,0.0,0.0,0.0032085,-0.00045539,0.00186
37,-77.5,-72.5,54.0,72.0,21.777,1.5714e-06,0.052493,0.26614,0.45431,0.16198,0.0010012,0.046568,329.89,0.62968,0.1709,6.4534e-05,0.0,0.0,-1.8402e-05,0.0,0.0,-0.21621,4.4011e-07,-2.7929e-05,0.0001578,0.0,-4.955e-05,0.0,-1.4248e-05,0.039901,-0.00013506,3.756e-05,0.0001187,-4.5539e-06,-3.4888e-06,1.3813e-06,0.14552,0.00014483,-0.00021244,5.5684e-05,0.0,0.0,0.02338,-4.7732e-05,6.6208e-05,1.3095e-06,2.2633e-07,-0.0030887,1.9564e-06,1.487e-05,4.8572e-06,0.0029892,6.9606e-06,1.9104e-05,2392.7,0.0,0.0,0.003263,-0.00046952,0.001885
38,-77.5,-72.5,72.0,90.0,21.859,1.5014e-06,0.072399,0.26292,0.45368,0.1526,0.0011699,0.051727,350.86,0.7932,0.21554,5.7817e-05,0.0,0.0,-1.6718e-05,0.0,0.0,-0.19385,1.3242e-06,-2.4935e-05,0.00014177,0.0,-4.528e-05,0.0,-1.3081e-05,0.035184,-0.0001195,3.5958e-05,0.0001061,-3.8766e-06,-3.2621e-06,1.0579e-06,0.13124,0.00012969,-0.00019324,5.069e-05,0.0,0.0,0.021263,-4.4073e-05,5.8611e-05,1.288e-06,2.4551e-07,-0.0028967,1.6668e-06,1.4113e-05,4.7108e-06,0.0029341,5.8277e-06,1.7739e-05,2146.0,0.0,0.0,0.00293,-0.00042972,0.0016924
39,-77.5,-72.5,90.0,108.0,21.829,1.4509e-06,0.078699,0.27134,0.45512,0.15496,0.0021254,0.053209,436.84,0.69902,0.18983,5.967e-05,0.0,0.0,-1.7383e-05,0.0,0.0,-0.19968,1.8191e-06,-2.5638e-05,0.00014665,0.0,-4.7262e-05,0.0,-1.3725e-05,0.035665,-0.00012127,3.9183e-05,0.00010941,-3.8585e-06,-3.4853e-06,9.9897e-07,0.13596,0.00013294,-0.00020133,5.2753e-05,0.0,0.0,0.021998,-4.6235e-05,5.9604e-05,1.4245e-06,2.887e-07,-0.0030919,1.6412e-06,1.5182e-05,5.1069e-06,0.0032059,5.6868e-06,1.8586e-05,2207.5,0.0,0.0,0.0029878,-0.00044335,0.0017391
40,-77.5,-72.5,108.0,126.0,21.709,1.5566e-06,0.083577,0.28628,0.4497,0.14281,0.0012056,0.048298,300.23,0.62007,0.16828,6.236e-05,0.0,0.0,-1.7778e-05,0.0,0.0,-0.20866,4.5187e-07,-2.631e-05,0.00015218,0.0,-4.7944e-05,0.0,-1.3857e-05,0.038574,-0.00012982,3.5572e-05,0.00011428,-4.4038e-06,-3.3764e-06,1.2854e-06,0.1403,0.00013921,-0.00020498,5.38e-05,0.0,0.0,0.022597,-4.5979e-05,6.383e-05,1.2799e-06,2.2443e-07,-0.0029935,1.8935e-06,1.4396e-05,4.7744e-06,0.0029046,6.683e-06,1.8641e-05,2298.8,0.0,0.0,0.0031332,-0.00045118,0.0018064
41,-77.5,-72.5,126.0,144.0,21.668,1.5529e-06,0.085129,0.25284,0.45222,0.16341,0.0,0.051785,372.67,0.75779,0.20588,6.1846e-05,0.0,0.0,-1.7593e-05,0.0,0.0,-0.20692,4.7203e-07,-2.501e-05,0.00014999,0.0,-4.7231e-05,0.0,-1.3616e-05,0.038138,-0.0001275,3.5608e-05,0.00011284,-4.2205e-06,-3.3288e-06,1.2656e-06,0.13914,0.00013729,-0.00020217,5.3025e-05,0.0,0.0,0.022487,-4.5503e-05,6.2207e-05,1.2573e-06,2.202e-07,-0.0029552,1.8378e-06,1.4163e-05,4.7059e-06,0.0028941,6.4878e-06,1.8259e-05,2271.7,0.0,0.0,0.003085,-0.00044612,0.0017789
42,-77.5,-72.5,144.0,162.0,21.671,1.4227e-06,0.084551,0.25621,0.46903,0.15429,0.0035351,0.060264,493.29,1.1788,0.3208,6.5848e-05,0.0,0.0,-1.9142e-05,0.0,0.0,-0.21927,2.5639e-06,-2.7113e-05,0.00016055,0.0,-5.1773e-05,0.0,-1.5177e-05,0.038852,-0.0001321,4.3541e-05,0.00011987,-4.0712e-06,-3.8805e-06,1.0486e-06,0.14939,0.00014537,-0.00022015,5.7693e-05,0.0,0.0,0.024418,-5.0894e-05,6.4004e-05,1.6138e-06,3.3557e-07,-0.0034431,1.7313e-06,1.6848e-05,5.7492e-06,0.0035821,6.0691e-06,2.042e-05,2404.4,0.0,0.0,0.0032724,-0.00049022,0.0018877
43,-77.5,-72.5,162.0,180.0,21.804,1.2998e-06,0.084605,0.25284,0.44333,0.15526,0.0034809,0.072587,714.06,1.5999,0.43578,6.9074e-05,0.0,0.0,-2.0401e-05,0.0,0.0,-0.23086,5.2027e-06,-2.8233e-05,0.00016926,0.0,-5.5619e-05,0.0,-1.6674e-05,0.039329,-0.00013584,5.2964e-05,0.00012549,-3.6844e-06,-4.46e-06,7.018e-07,0.15927,0.00015331,-0.0002378,6.1645e-05,0.0,0.0,0.026332,-5.6518e-05,6.4171e-05,2.0356e-06,4.7531e-07,-0.0039883,1.4715e-06,1.975e-05,7.041e-06,0.0044663,5.2196e-06,2.2663e-05,2545.1,0.0,0.0,0.0034663,-0.00053951,0.0019897
44,-72.5,-67.5,-180.0,-168.0,21.864,1.2076e-06,0.10693,0.22216,0.45522,0.14429,0.0010326,0.073366,886.55,2.1421,0.5838,0.00011012,0.0,0.0,-3.2662e-05,0.0,0.0,-0.36793,1.1309e-05,-4.3682e-05,0.00026871,0.0,-8.9334e-05,0.0,-2.7418e-05,0.061914,-0.0002122,9.0126e-05,0.00019837,-4.9387e-06,-7.5841e-06,7.091e-07,0.25469,0.00024495,-0.00038219,9.8533e-05,0.0,0.0,0.042425,-9.3914e-05,9.7189e-05,3.7233e-06,9.4428e-07,-0.0067586,1.702e-06,3.4042e-05,1.2502e-05,0.0080464,6.8311e-06,3.7387e-05,4059.5,0.0,0.0,0.0055665,-0.00089148,0.0031765
45,-72.5,-67.5,-168.0,-156.0,21.881,1.1639e-06,0.067707,0.18945,0.45652,0.16216,0.0086289,0.092539,1084.8,2.1872,0.59611,0.00010789,0.0,0.0,-3.2237e-05,0.0,0.0,-0.36078,1.2574e-05,-4.3364e-05,0.00026326,0.0,-8.8211e-05,0.0,-2.7503e-05,0.059782,-0.00020452,9.1313e-05,0.00019389,-4.6283e-06,-7.7293e-06,2.9609e-07,0.25088,0.00023927,-0.00037775,9.7165e-05,0.0,0.0,0.04201,-9.3705e-05,9.3554e-05,3.9801e-06,1.0419e-06,-0.0069266,1.3138e-06,3.4929e-05,1.3207e-05,0.0083802,5.6285e-06,3.7835e-05,3991.0,0.0,0.0,0.005452,-0.00088338,0.0031058
46,-72.5,-67.5,-156.0,-144.0,21.839,1.2192e-06,0.070238,0.23926,0.46743,0.12891,0.0056527,0.079103,947.91,1.998,0.54444,0.00010244,0.0,0.0,-3.0457e-05,0.0,0.0,-0.34184,1.019e-05,-4.2334e-05,0.0002505,0.0,-8.3133e-05,0.0,-2.5523e-05,0.057531,-0.00019849,8.2019e-05,0.00018524,-4.8338e-06,-7.0254e-06,5.6887e-07,0.23637,0.00022783,-0.00035468,9.1731e-05,0.0,0.0,0.039592,-8.6571e-05,9.1833e-05,3.4317e-06,8.6824e-07,-0.0062661,1.7171e-06,3.1429e-05,1.1627e-05,0.0073917,6.4826e-06,3.5204e-05,3779.1,0.0,0.0,0.0051818,-0.00082428,0.0029557
47,-72.5,-67.5,-144.0,-132.0,21.922,1.2503e-06,0.086352,0.22447,0.45617,0.15889,0.0021957,0.077675,735.2,1.7569,0.47863,9.8236e-05,0.0,0.0,-2.9232e-05,0.0,0.0,-0.32829,8.7224e-06,-4.1015e-05,0.00024123,0.0,-8.0162e-05,0.0,-2.4303e-05,0.055753,-0.00019086,7.7441e-05,0.00017818,-4.8538e-06,-6.6265e-06,7.1085e-07,0.22678,0.00021869,-0.00034134,8.8606e-05,0.0,0.0,0.037592,-8.3028e-05,8.9911e-05,3.1571e-06,7.7407e-07,-0.0058909,1.8309e-06,2.9695e-05,1.0786e-05,0.0068684,6.6072e-06,3.3476e-05,3627.4,0.0,0.0,0.0049654,-0.00078352,0.0028603
48,-72.5,-67.5,-132.0,-120.0,21.96,1.3215e-06,0.085268,0.23738,0.4538,0.14311,0.0019773,0.067965,623.11,1.5374,0.4187,0.00010083,0.0,0.0,-2.9811e-05,0.0,0.0,-0.33798,6.9115e-06,-4.2427e-05,0.00024783,0.0,-8.1456e-05,0.0,-2.4344e-05,0.058227,-0.00019974,7.5568e-05,0.00018376,-5.4727e-06,-6.456e-06,1.1315e-06,0.23223,0.00022547,-0.00034782,9.039e-05,0.0,0.0,0.038461,-8.3381e-05,9.5479e-05,2.9022e-06,6.661e-07,-0.0057418,2.2665e-06,2.8674e-05,1.0137e-05,0.0065058,7.9295e-06,3.3287e-05,3742.9,0.0,0.0,0.005128,-0.00079404,0.0029564
49,-72.5,-67.5,-120.0,-108.0,21.882,1.4108e-06,0.071569,0.28291,0.43696,0.13425,0.003327,0.052639,478.94,1.1356,0.30901,9.6979e-05,0.0,0.0,-2.8411e-05,0.0,0.0,-0.32349,4.3455e-06,-4.1554e-05,0.000238,0.0,-7.6866e-05,0.0,-2.2599e-05,0.057155,-0.0001967,6.6493e-05,0.00017723,-5.831e-06,-5.8056e-06,1.5146e-06,0.2203,0.00021676,-0.00032824,8.5677e-05,0.0,0.0,0.036258,-7.6109e-05,9.5085e-05,2.4404e-06,5.1479e-07,-0.0051355,2.4896e-06,2.5429e-05,8.6969e-06,0.0056024,8.8923e-06,3.0638e-05,3573.4,0.0,0.0,0.0048904,-0.00073776,0.0028331
50,-72.5,-67.5,-108.0,-96.0,21.817,1.5238e-06,0.075802,0.2537,0.45207,0.153,0.0019645,0.04522,330.67,0.7764,0.21096,8.6331e-05,0.0,0.0,-2.4823e-05,0.0,0.0,-0.28935,1.1028e-06,-3.6131e-05,0.00021027,0.0,-6.6808e-05,0.0,-1.9264e-05,0.052798,-0.0001776,5.1537e-05,0.00015755,-5.6453e-06,-4.766e-06,1.7716e-06,0.19458,0.00019244,-0.00028492,7.4883e-05,0.0,0.0,0.031932,-6.506e-05,8.7082e-05,1.849e-06,3.3848e-07,-0.0042122,2.5207e-06,2.0506e-05,6.7546e-06,0.0043576,8.9261e-06,2.5803e-05,3187.5,0.0,0.0,0.0043558,-0.00063511,0.0025192
51,-72.5,-67.5,-96.0,-84.0,21.711,1.5805e-06,0.058737,0.28595,0.44577,0.15619,0.0019631,0.042867,165.48,0.53798,0.14587,8.5558e-05,0.0,0.0,-2.4348e-05,0.0,0.0,-0.28478,1.9032e-07,-3.7361e-05,0.0002094,0.0,-6.5701e-05,0.0,-1.8886e-05,0.053184,-0.0001788,4.7383e-05,0.00015704,-5.9453e-06,-4.5879e-06,1.9219e-06,0.19045,0.00019127,-0.00027859,7.3683e-05,0.0,0.0,0.030702,-6.3021e-05,8.7826e-05,1.7132e-06,2.9052e-07,-0.0040175,2.6305e-06,1.9495e-05,6.3621e-06,0.0039444,9.3863e-06,2.5201e-05,3128.3,0.0,0.0,0.0043093,-0.00061568,0.0024919
52,-72.5,-67.5,-84.0,-72.0,21.742,1.5771e-06,0.065442,0.24023,0.46297,0.1619,0.0028204,0.047371,232.02,0.37062,0.10018,8.8056e-05,0.0,0.0,-2.5202e-05,0.0,0.0,-0.29337,-1.855e-07,-3.8296e-05,0.00021416,0.0,-6.7621e-05,0.0,-1.937e-05,0.054542,-0.00018133,4.7924e-05,0.00016111,-6.3262e-06,-4.7354e-06,1.8483e-06,0.1965,0.00019526,-0.00028788,7.6096e-05,0.0,0.0,0.031627,-6.519e-05,9.1187e-05,1.7774e-06,3.036e-07,-0.0041517,2.7087e-06,2.0198e-05,6.6029e-06,0.0041258,9.4179e-06,2.6289e-05,3232.3,0.0,0.0,0.004406,-0.00062917,0.0025678
53,-72.5,-67.5,-72.0,-60.0,21.721,1.5637e-06,0.05634,0.28594,0.45267,0.14521,0.0038362,0.040193,244.36,0.39609,0.10713,9.0214e-05,0.0,0.0,-2.576e-05,0.0,0.0,-0.30058,8.5813e-08,-3.8377e-05,0.00022028,0.0,-6.929e-05,0.0,-1.9889e-05,0.055282,-0.00018657,5.1754e-05,0.00016547,-6.1353e-06,-4.8748e-06,1.9889e-06,0.20182,0.00020041,-0.00029543,7.7703e-05,0.0,0.0,0.032685,-6.63e-05,9.1916e-05,1.8445e-06,3.1839e-07,-0.0042919,2.7233e-06,2.0764e-05,6.7622e-06,0.004302,9.6835e-06,2.6469e-05,3300.5,0.0,0.0,0.0044962,-0.00064528,0.0026196
54,-72.5,-67.5,-60.0,-48.0,21.62,1.54e-06,0.069225,0.27331,0.43667,0.16098,0.0020651,0.043815,206.29,0.56017,0.15193,9.0094e-05,0.0,0.0,-2.573e-05,0.0,0.0,-0.29888,8.6772e-07,-3.8529e-05,0.00022028,0.0,-6.9626e-05,0.0,-2.001e-05,0.054899,-0.00018552,5.3159e-05,0.00016479,-5.8977e-06,-4.9149e-06,1.9004e-06,0.20066,0.00020009,-0.00029455,7.7805e-05,0.0,0.0,0.032448,-6.7168e-05,9.0401e-05,1.8785e-06,3.3558e-07,-0.0042858,2.6872e-06,2.0961e-05,6.9011e-06,0.0043214,9.471e-06,2.6617e-05,3273.2,0.0,0.0,0.0045025,-0.00065051,0.002596
55,-72.5,-67.5,-48.0,-36.0,21.633,1.5296e-06,0.066651,0.27966,0.4357,0.16266,0.0030692,0.047976,99.804,0.57494,0.15596,9.6375e-05,0.0,0.0,-2.7642e-05,0.0,0.0,-0.31863,1.4873e-06,-4.173e-05,0.00023666,0.0,-7.4928e-05,0.0,-2.1608e-05,0.058457,-0.00019846,5.7757e-05,0.00017669,-6.2884e-06,-5.3087e-06,1.996e-06,0.21418,0.00021429,-0.00031626,8.362e-05,0.0,0.0,0.034574,-7.2296e-05,9.6755e-05,2.0487e-06,3.7175e-07,-0.0046185,2.8304e-06,2.2681e-05,7.5373e-06,0.0046978,1.0021e-05,2.8742e-05,3480.8,0.0,0.0,0.0048093,-0.00069673,0.0027795
56,-72.5,-67.5,-36.0,-24.0,21.744,1.5259e-06,0.07113,0.29778,0.42736,0.15766,0.0037736,0.042326,214.65,0.50988,0.1382,9.7062e-05,0.0,0.0,-2.7861e-05,0.0,0.0,-0.32312,1.1037e-06,-4.1761e-05,0.00023827,0.0,-7.5615e-05,0.0,-2.1794e-05,0.059133,-0.00020001,5.8431e-05,0.00017792,-6.3885e-06,-5.3804e-06,2.0119e-06,0.21751,0.00021627,-0.00032064,8.45e-05,0.0,0.0,0.035209,-7.3018e-05,9.7989e-05,2.0903e-06,3.8366e-07,-0.0047208,2.8754e-06,2.3123e-05,7.6046e-06,0.0048019,1.0132e-05,2.9085e-05,3545.0,0.0,0.0,0.0048509,-0.00070405,0.0028214
57,-72.5,-67.5,-24.0,-12.0,21.715,1.556e-06,0.067565,0.27506,0.43844,0.17259,0.00053343,0.043445,132.78,0.64318,0.17459,9.855e-05,0.0,0.0,-2.8135e-05,0.0,0.0,-0.32756,7.8049e-07,-4.2309e-05,0.00024134,0.0,-7.603e-05,0.0,-2.1895e-05,0.060403,-0.00020423,5.7616e-05,0.00018074,-6.6312e-06,-5.3372e-06,2.1645e-06,0.21991,0.00022004,-0.00032303,8.5176e-05,0.0,0.0,0.035428,-7.3537e-05,0.00010008,2.0168e-06,3.517e-07,-0.0046661,2.9399e-06,2.2748e-05,7.4803e-06,0.0046906,1.0512e-05,2.909e-05,3588.1,0.0,0.0,0.0049478,-0.00071483,0.0028667
58,-72.5,-67.5,-12.0,0.0,21.628,1.611e-06,0.04281,0.30281,0.45666,0.15026,0.00018142,0.037773,262.36,0.41221,0.11153,9.5875e-05,0.0,0.0,-2.7035e-05,0.0,0.0,-0.31972,-7.1008e-07,-4.0832e-05,0.00023373,0.0,-7.2618e-05,0.0,-2.0847e-05,0.060075,-0.0002006,5.0586e-05,0.00017593,-6.7056e-06,-4.9942e-06,2.2405e-06,0.21285,0.00021338,-0.00030821,8.1553e-05,0.0,0.0,0.034494,-6.8915e-05,9.8159e-05,1.8191e-06,2.9225e-07,-0.0043712,2.9871e-06,2.0996e-05,6.8655e-06,0.0042656,1.0723e-05,2.7787e-05,3503.6,0.0,0.0,0.0047798,-0.00067631,0.0027744
59,-72.5,-67.5,0.0,12.0,21.624,1.602e-06,0.042962,0.26697,0.43709,0.17371,0.0048603,0.044951,266.32,0.37265,0.10073,9.6796e-05,0.0,0.0,-2.7401e-05,0.0,0.0,-0.32218,-4.5203e-07,-4.0806e-05,0.00023539,0.0,-7.3356e-05,0.0,-2.1043e-05,0.060305,-0.00020092,5.2532e-05,0.00017706,-6.7562e-06,-5.0973e-06,2.2527e-06,0.21506,0.00021479,-0.00031278,8.2457e-05,0.0,0.0,0.034656,-7.01e-05,9.8731e-05,1.8778e-06,3.0527e-07,-0.0044827,2.9397e-06,2.1519e-05,6.9771e-06,0.0043536,1.0649e-05,2.7921e-05,3528.8,0.0,0.0,0.0048073,-0.00068394,0.0027918
60,-72.5,-67.5,12.0,24.0,21.666,1.5708e-06,0.085009,0.30178,0.41637,0.14404,0.0019228,0.038228,158.31,0.37065,0.10019,0.00010472,0.0,0.0,-2.9823e-05,0.0,0.0,-0.34855,-1.4746e-07,-4.3366e-05,0.00025498,0.0,-8.0071e-05,0.0,-2.2994e-05,0.064677,-0.00021619,5.784e-05,0.00019087,-6.9585e-06,-5.5668e-06,2.3604e-06,0.2328,0.0002316,-0.00033892,8.9663e-05,0.0,0.0,0.037954,-7.6021e-05,0.00010584,2.0915e-06,3.5974e-07,-0.0048806,3.1513e-06,2.3703e-05,7.7556e-06,0.0049281,1.1313e-05,3.0502e-05,3806.4,0.0,0.0,0.0051757,-0.00074155,0.0030154
61,-72.5,-67.5,24.0,36.0,21.702,1.5583e-06,0.070488,0.27918,0.43575,0.16286,0.00055471,0.045341,309.88,0.45395,0.12293,9.143e-05,0.0,0.0,-2.6153e-05,0.0,0.0,-0.30517,4.8397e-07,-3.8267e-05,0.00022321,0.0,-7.0399e-05,0.0,-2.0208e-05,0.056653,-0.00018925,5.1661e-05,0.00016722,-6.1877e-06,-4.9279e-06,1.9761e-06,0.20446,0.00020343,-0.00029923,7.8936e-05,0.0,0.0,0.033029,-6.7543e-05,9.3211e-05,1.8637e-06,3.2172e-07,-0.0043395,2.7351e-06,2.1049e-05,6.9221e-06,0.0043448,9.7631e-06,2.7013e-05,3353.4,0.0,0.0,0.0045663,-0.00065747,0.00265
62,-72.5,-67.5,36.0,48.0,21.76,1.5831e-06,0.084245,0.29953,0.42272,0.15012,0.0002189,0.036499,180.74,0.53242,0.14435,9.5658e-05,0.0,0.0,-2.7144e-05,0.0,0.0,-0.31962,-3.712e-08,-3.9955e-05,0.00023353,0.0,-7.3077e-05,0.0,-2.0951e-05,0.05933,-0.00019949,5.4891e-05,0.00017528,-6.4494e-06,-5.1042e-06,2.2441e-06,0.21399,0.00021377,-0.00031253,8.1962e-05,0.0,0.0,0.034548,-7.0282e-05,9.707e-05,1.8943e-06,3.1904e-07,-0.0044726,2.8911e-06,2.1718e-05,6.9973e-06,0.0044645,1.0501e-05,2.7592e-05,3510.3,0.0,0.0,0.0048102,-0.00068934,0.0027823
63,-72.5,-67.5,48.0,60.0,21.765,1.5789e-06,0.07747,0.26785,0.44196,0.1542,0.0026611,0.041733,71.588,0.49667,0.13459,9.9238e-05,0.0,0.0,-2.8377e-05,0.0,0.0,-0.32989,1.4275e-07,-4.252e-05,0.00024203,0.0,-7.611e-05,0.0,-2.1814e-05,0.061473,-0.00020691,5.444e-05,0.00018167,-6.8771e-06,-5.3142e-06,2.1975e-06,0.22079,0.00022166,-0.00032349,8.5493e-05,0.0,0.0,0.035666,-7.2984e-05,0.00010217,1.9938e-06,3.3991e-07,-0.004678,3.0092e-06,2.2657e-05,7.3752e-06,0.0046334,1.0801e-05,2.925e-05,3619.9,0.0,0.0,0.0049835,-0.00071342,0.0028937
64,-72.5,-67.5,60.0,72.0,21.858,1.5541e-06,0.055974,0.24867,0.44925,0.16667,0.0044243,0.046804,201.82,0.56358,0.15286,9.4139e-05,0.0,0.0,-2.7077e-05,0.0,0.0,-0.31476,7.4773e-07,-4.1367e-05,0.00023041,0.0,-7.2913e-05,0.0,-2.0969e-05,0.057909,-0.00019482,5.4974e-05,0.0001728,-6.456e-06,-5.1753e-06,1.9798e-06,0.21161,0.0002103,-0.00031087,8.1831e-05,0.0,0.0,0.034271,-7.0665e-05,9.6593e-05,1.9807e-06,3.5268e-07,-0.0045527,2.8085e-06,2.2218e-05,7.2432e-06,0.0045764,9.9598e-06,2.8206e-05,3477.7,0.0,0.0,0.0047526,-0.00068591,0.0027667
65,-72.5,-67.5,72.0,84.0,21.767,1.4825e-06,0.066245,0.27798,0.42883,0.16183,0.0044615,0.051871,363.77,0.61793,0.1677,8.8505e-05,0.0,0.0,-2.5699e-05,0.0,0.0,-0.29502,2.0987e-06,-3.7861e-05,0.00021718,0.0,-6.9526e-05,0.0,-2.0208e-05,0.053246,-0.00018046,5.572e-05,0.00016179,-5.6954e-06,-5.047e-06,1.6637e-06,0.19941,0.00019661,-0.00029577,7.7654e-05,0.0,0.0,0.032562,-6.7637e-05,8.8853e-05,2.0196e-06,3.8823e-07,-0.0044472,2.4982e-06,2.1872e-05,7.3281e-06,0.0046496,8.8082e-06,2.714e-05,3244.7,0.0,0.0,0.0044199,-0.00065053,0.0025721
66,-72.5,-67.5,84.0,96.0,21.908,1.4139e-06,0.062015,0.25847,0.45326,0.15074,0.0042345,0.063023,369.86,0.86041,0.23389,8.7828e-05,0.0,0.0,-2.5834e-05,0.0,0.0,-0.29351,3.7895e-06,-3.8985e-05,0.00021719,0.0,-7.0568e-05,0.0,-2.0673e-05,0.051906,-0.00017749,6.0094e-05,0.00016143,-5.4399e-06,-5.3119e-06,1.2999e-06,0.20011,0.00019647,-0.00029995,7.8535e-05,0.0,0.0,0.032674,-6.9913e-05,8.7408e-05,2.2364e-06,4.6973e-07,-0.0046747,2.2904e-06,2.3333e-05,8.0039e-06,0.0050753,7.9261e-06,2.8276e-05,3242.1,0.0,0.0,0.0044333,-0.00066636,0.0025853
67,-72.5,-67.5,96.0,108.0,21.847,1.4391e-06,0.080649,0.28516,0.43857,0.14061,0.0043229,0.058454,361.18,0.73945,0.20087,9.0321e-05,0.0,0.0,-2.6449e-05,0.0,0.0,-0.30121,2.9898e-06,-3.8949e-05,0.00022193,0.0,-7.1786e-05,0.0,-2.0931e-05,0.053887,-0.00018287,5.8731e-05,0.00016516,-5.7094e-06,-5.3336e-06,1.4453e-06,0.20456,0.00020095,-0.00030538,8.0024e-05,0.0,0.0,0.033332,-7.043e-05,9.0432e-05,2.2094e-06,4.4901e-07,-0.0047069,2.4613e-06,2.3348e-05,7.9288e-06,0.0050462,8.4802e-06,2.8531e-05,3316.6,0.0,0.0,0.0045297,-0.00067416,0.002636
68,-72.5,-67.5,108.0,120.0,21.771,1.4881e-06,0.070872,0.29194,0.43384,0.15709,0.0015612,0.055418,292.14,0.52739,0.14298,9.267e-05,0.0,0.0,-2.689e-05,0.0,0.0,-0.30887,1.795e-06,-4.0189e-05,0.00022825,0.0,-7.3034e-05,0.0,-2.113e-05,0.055756,-0.00018949,5.8048e-05,0.00017002,-5.8664e-06,-5.2692e-06,1.7217e-06,0.20875,0.00020599,-0.00030965,8.1392e-05,0.0,0.0,0.033942,-7.0325e-05,9.3302e-05,2.0986e-06,3.9952e-07,-0.0046227,2.658e-06,2.2837e-05,7.6772e-06,0.0048531,9.2031e-06,2.8502e-05,3393.6,0.0,0.0,0.0046193,-0.00067704,0.0026999
69,-72.5,-67.5,120.0,132.0,21.629,1.5335e-06,0.062009,0.28407,0.46418,0.15666,0.0031139,0.044145,354.56,0.56857,0.15422,9.1177e-05,0.0,0.0,-2.6133e-05,0.0,0.0,-0.3024,8.6503e-07,-3.904e-05,0.00022218,0.0,-7.0291e-05,0.0,-2.0191e-05,0.055438,-0.00018649,5.3461e-05,0.00016676,-6.1482e-06,-5.0104e-06,1.8705e-06,0.20334,0.00020156,-0.00029844,7.8741e-05,0.0,0.0,0.032814,-6.7686e-05,9.1925e-05,1.9274e-06,3.4767e-07,-0.0043826,2.664e-06,2.1381e-05,7.0147e-06,0.0044345,9.4371e-06,2.6996e-05,3315.7,0.0,0.0,0.0045128,-0.00065376,0.0026273
