PIXEL_INDEX,MIN_LAT,MAX_LAT,MIN_LON,MAX_LON,AM,NEUTRON_DEN,W_MGO,W_AL2O3,W_SIO2,W_CAO,W_TIO2,W_FEO,W_K,W_TH,W_U,"E[0,0]","E[0,1]","E[0,2]","E[0,3]","E[0,4]","E[0,5]","E[0,6]","E[0,7]","E[0,8]","E[1,1]","E[1,2]","E[1,3]","E[1,4]","E[1,5]","E[1,6]","E[1,7]","E[1,8]","E[2,2]","E[2,3]","E[2,4]","E[2,5]","E[2,6]","E[2,7]","E[2,8]","E[3,3]","E[3,4]","E[3,5]","E[3,6]","E[3,7]","E[3,8]","E[4,4]","E[4,5]","E[4,6]","E[4,7]","E[4,8]","E[5,5]","E[5,6]","E[5,7]","E[5,8]","E[6,6]","E[6,7]","E[6,8]","E[7,7]","E[7,8]","E[8,8]"
35,-40.0,-20.0,135.0,157.5,21.708,1.4793e-06,0.072522,0.24577,0.45726,0.16264,0.0028505,0.05332,460.69,0.90539,0.24617,1.2646e-05,0.0,0.0,-3.7156e-06,0.0,0.0,-0.042914,7.3631e-07,-5.6598e-06,3.1237e-05,0.0,-1.0048e-05,0.0,-2.8582e-06,0.0070381,-2.5647e-05,8.327e-06,2.3359e-05,-9.0407e-07,-7.1791e-07,2.187e-07,0.029414,2.827e-05,-4.2635e-05,1.1285e-05,0.0,0.0,0.0050353,-1.0286e-05,1.2967e-05,2.8251e-07,5.4726e-08,-0.0006497,3.6555e-07,3.094e-06,1.0209e-06,0.0007216,1.1627e-06,3.8698e-06,480.6,0.0,0.0,0.00064711,-9.4493e-05,0.00036741
36,-40.0,-20.0,157.5,180.0,21.923,1.2112e-06,0.085245,0.20795,0.46371,0.15785,0.0053419,0.08129,981.48,2.2842,0.62258,1.3919e-05,0.0,0.0,-4.2146e-06,0.0,0.0,-0.047485,1.934e-06,-6.063e-06,3.4546e-05,0.0,-1.1593e-05,0.0,-3.4713e-06,0.0071222,-2.6926e-05,1.1991e-05,2.5511e-05,-7.2995e-07,-9.6558e-07,6.0798e-08,0.033402,3.1419e-05,-4.9445e-05,1.2839e-05,0.0,0.0,0.0058597,-1.268e-05,1.2843e-05,4.6884e-07,1.1883e-07,-0.00088287,2.327e-07,4.3323e-06,1.563e-06,0.001102,7.5096e-07,4.8203e-06,535.85,0.0,0.0,0.0007289,-0.00011535,0.000406
37,-20.0,0.0,-180.0,-162.0,21.656,1.6332e-06,0.054741,0.26713,0.45036,0.16171,0.0027166,0.04563,355.38,0.71613,0.19451,1.6517e-05,0.0,0.0,-4.664e-06,0.0,0.0,-0.056715,9.4699e-09,-7.0784e-06,4.0666e-05,0.0,-1.2632e-05,0.0,-3.5595e-06,0.010144,-3.5227e-05,9.4888e-06,3.066e-05,-1.2582e-06,-8.4625e-07,3.83e-07,0.038349,3.7376e-05,-5.4685e-05,1.4222e-05,0.0,0.0,0.0062168,-1.2082e-05,1.7437e-05,3.0085e-07,4.561e-08,-0.00079551,5.4754e-07,3.5733e-06,1.136e-06,0.00075789,1.8584e-06,4.7623e-06,636.89,0.0,0.0,0.00084947,-0.00011993,0.00048837
38,-20.0,0.0,-162.0,-144.0,21.755,1.6766e-06,0.051787,0.26565,0.44713,0.16232,0.0028407,0.044567,290.36,0.47665,0.12913,1.4977e-05,0.0,0.0,-4.2201e-06,0.0,0.0,-0.051532,-1.5994e-07,-6.5667e-06,3.6916e-05,0.0,-1.1412e-05,0.0,-3.2029e-06,0.0093543,-3.218e-05,8.1413e-06,2.7875e-05,-1.1936e-06,-7.536e-07,3.6139e-07,0.034744,3.395e-05,-4.954e-05,1.2888e-05,0.0,0.0,0.0055863,-1.0825e-05,1.6166e-05,2.624e-07,3.7233e-08,-0.00071051,5.1062e-07,3.1784e-06,1.0001e-06,0.00065831,1.7344e-06,4.3091e-06,581.42,0.0,0.0,0.00077256,-0.00010752,0.00044749
39,-20.0,0.0,-144.0,-126.0,21.782,1.7324e-06,0.049415,0.27705,0.44306,0.15902,0.0020544,0.042551,227.07,0.44547,0.12061,1.5388e-05,0.0,0.0,-4.2826e-06,0.0,0.0,-0.053028,-3.2912e-07,-6.7631e-06,3.7876e-05,0.0,-1.1555e-05,0.0,-3.2473e-06,0.0097851,-3.357e-05,7.8301e-06,2.8712e-05,-1.2641e-06,-7.5126e-07,3.9512e-07,0.035596,3.5087e-05,-5.0504e-05,1.3086e-05,0.0,0.0,0.0056841,-1.0897e-05,1.6801e-05,2.5325e-07,3.2346e-08,-0.00071059,5.3839e-07,3.1419e-06,9.8222e-07,0.0006315,1.8567e-06,4.3717e-06,599.33,0.0,0.0,0.00080043,-0.00010973,0.00046222
40,-20.0,0.0,-126.0,-108.0,21.835,1.692e-06,0.040931,0.27407,0.43808,0.16804,0.0036374,0.043128,241.87,0.41668,0.11275,1.5473e-05,0.0,0.0,-4.3568e-06,0.0,0.0,-0.053317,-1.898e-07,-6.9327e-06,3.8359e-05,0.0,-1.1831e-05,0.0,-3.3224e-06,0.0096792,-3.3603e-05,8.4852e-06,2.8953e-05,-1.248e-06,-7.7825e-07,3.8213e-07,0.036013,3.535e-05,-5.1558e-05,1.3359e-05,0.0,0.0,0.0057495,-1.1208e-05,1.6882e-05,2.6956e-07,3.7651e-08,-0.00073544,5.3541e-07,3.2877e-06,1.0282e-06,0.00066986,1.8255e-06,4.4725e-06,603.84,0.0,0.0,0.00080519,-0.00011166,0.00046681
41,-20.0,0.0,-108.0,-90.0,21.852,1.6733e-06,0.043253,0.26254,0.45227,0.16073,0.0043023,0.046196,270.5,0.37661,0.10182,1.362e-05,0.0,0.0,-3.8571e-06,0.0,0.0,-0.046947,-1.4408e-07,-6.1646e-06,3.374e-05,0.0,-1.047e-05,0.0,-2.9391e-06,0.0084732,-2.9366e-05,7.5262e-06,2.5462e-05,-1.1007e-06,-6.9447e-07,3.2181e-07,0.031754,3.1006e-05,-4.5544e-05,1.1819e-05,0.0,0.0,0.005091,-9.9229e-06,1.4879e-05,2.4368e-07,3.5347e-08,-0.00065585,4.6875e-07,2.9458e-06,9.2453e-07,0.00060751,1.5766e-06,3.9872e-06,532.07,0.0,0.0,0.00070636,-9.8347e-05,0.00041128
42,-20.0,0.0,-90.0,-72.0,21.846,1.5792e-06,0.044853,0.26764,0.44739,0.15471,0.005799,0.051627,377.74,0.60378,0.16383,1.436e-05,0.0,0.0,-4.1333e-06,0.0,0.0,-0.049402,1.8027e-07,-6.5237e-06,3.5788e-05,0.0,-1.1304e-05,0.0,-3.1913e-06,0.0086233,-3.0566e-05,9.0223e-06,2.6846e-05,-1.0869e-06,-7.7444e-07,2.9643e-07,0.033733,3.2742e-05,-4.8946e-05,1.2688e-05,0.0,0.0,0.0054658,-1.0886e-05,1.5344e-05,2.8808e-07,4.8359e-08,-0.00072949,4.7212e-07,3.3317e-06,1.068e-06,0.00071775,1.5497e-06,4.34e-06,559.33,0.0,0.0,0.00074455,-0.00010667,0.00043189
43,-20.0,0.0,-72.0,-54.0,22.153,1.1616e-06,0.079359,0.22013,0.43224,0.16264,0.01135,0.089059,1099.6,2.5646,0.69913,1.5445e-05,0.0,0.0,-4.6723e-06,0.0,0.0,-0.053377,2.0571e-06,-6.6618e-06,3.8813e-05,0.0,-1.3116e-05,0.0,-3.9929e-06,0.0080998,-3.0468e-05,1.4769e-05,2.8489e-05,-7.184e-07,-1.1299e-06,1.8971e-08,0.038032,3.5578e-05,-5.7093e-05,1.4415e-05,0.0,0.0,0.0063843,-1.4033e-05,1.3967e-05,5.7941e-07,1.5206e-07,-0.0010861,2.3418e-07,5.1759e-06,1.8874e-06,0.0012867,7.882e-07,5.5959e-06,610.38,0.0,0.0,0.0008234,-0.00013359,0.00046603
44,-20.0,0.0,-54.0,-36.0,22.808,7.9267e-07,0.089558,0.14046,0.39585,0.15824,0.032186,0.16934,1780.5,4.3484,1.1861,1.6601e-05,0.0,0.0,-4.8653e-06,0.0,0.0,-0.057607,4.827e-06,-6.8392e-06,4.173e-05,0.0,-1.439e-05,0.0,-5.4042e-06,0.0080918,-2.9506e-05,2.0311e-05,2.9925e-05,-1.3813e-07,-1.8201e-06,-5.244e-07,0.042753,3.9172e-05,-6.5549e-05,1.5554e-05,0.0,0.0,0.0070159,-1.7394e-05,1.0809e-05,1.4408e-06,4.5211e-07,-0.001902,-7.6296e-07,8.6983e-06,3.9656e-06,0.0023205,-1.2889e-06,7.5469e-06,676.66,0.0,0.0,0.00092337,-0.00016548,0.00051197
45,-20.0,0.0,-36.0,-18.0,22.888,7.0962e-07,0.10058,0.14465,0.3852,0.15106,0.035646,0.18306,2516.0,6.2126,1.695,1.8147e-05,0.0,0.0,-5.1065e-06,0.0,0.0,-0.06337,6.2639e-06,-6.5655e-06,4.4749e-05,0.0,-1.5148e-05,0.0,-6.1866e-06,0.0087949,-3.1706e-05,2.3159e-05,3.2118e-05,1.2605e-07,-2.1873e-06,-6.9064e-07,0.047288,4.3351e-05,-7.1193e-05,1.6351e-05,0.0,0.0,0.0078075,-1.9043e-05,9.8791e-06,1.9332e-06,6.1723e-07,-0.0023673,-1.4181e-06,1.0383e-05,5.0438e-06,0.0029145,-2.2344e-06,8.2455e-06,750.04,0.0,0.0,0.0010346,-0.00019052,0.00055291
46,-20.0,0.0,-18.0,0.0,22.393,7.9437e-07,0.10713,0.19419,0.39703,0.17658,0.020979,0.12723,2859.1,7.6855,2.0971,1.947e-05,0.0,0.0,-5.5865e-06,0.0,0.0,-0.068196,5.9279e-06,-6.2715e-06,4.7142e-05,0.0,-1.585e-05,0.0,-5.8944e-06,0.0094702,-3.6254e-05,2.3903e-05,3.4347e-05,4.0085e-09,-1.9987e-06,-4.2625e-07,0.049974,4.6462e-05,-7.3344e-05,1.709e-05,0.0,0.0,0.0086265,-1.9547e-05,1.1456e-05,1.5161e-06,4.8189e-07,-0.0020655,-8.9835e-07,9.2941e-06,4.1268e-06,0.0026718,-1.0519e-06,7.8614e-06,793.71,0.0,0.0,0.0011177,-0.00020264,0.00057387
47,-20.0,0.0,0.0,18.0,21.777,1.1828e-06,0.095226,0.24104,0.42821,0.17389,0.0067813,0.066857,1329.6,3.2107,0.87553,1.7995e-05,0.0,0.0,-5.3629e-06,0.0,0.0,-0.061846,2.3148e-06,-6.9571e-06,4.4424e-05,0.0,-1.4797e-05,0.0,-4.4564e-06,0.0094856,-3.5564e-05,1.6666e-05,3.2755e-05,-7.7259e-07,-1.2463e-06,1.0981e-07,0.043651,4.101e-05,-6.4109e-05,1.6259e-05,0.0,0.0,0.0074385,-1.5785e-05,1.5659e-05,6.1311e-07,1.5851e-07,-0.0011848,2.8332e-07,5.5937e-06,1.9932e-06,0.001415,1.0785e-06,6.0198e-06,698.62,0.0,0.0,0.00094865,-0.00015348,0.00052343
