,class_file_name,date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag,Unnamed: 29,active_region,V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,STARTIME,ENDTIME,Centroid_LAT,Centroid_LON,ca,mg,fe,ti,al,o,si
1323013,20221028T134536745_20221028T134544745,20221028,49345.0,23.12,49415.0,196.16,49945.0,19.48,3,True,True,B8,B1,647.27,943.94,123.24,49375.12,23.34,224.06,141.272,0.918,136.51,47095.0,-3.84,49405.0,223.69,50335.0,-2.09,True,,,-74.003,-75.1341,-75.6788,-74.5216,10.2857,8.1309,11.0295,13.0507,2022-10-28T13:45:36.745,2022-10-28T13:45:44.745,-74.834375,10.6242,10.94488188976378,7.819004524886878,3.947368421052632,1.2452830188679247,15.294117647058822,44.68619246861925,16.06315202975071
665219,20220226T123103459_20220226T123111459,20220226,44885.0,38.13,45085.0,366.12,46135.0,36.44,4,True,True,B4,B3,97.03,1275.01,251.46,44981.15,68.85,437.56,89.797,0.979,1009.94,44095.0,-0.43,45075.0,371.92,55495.0,1.82,True,,False,-86.2322,-86.9301,-87.6462,-86.8791,174.011,162.211,167.33,-179.484,2022-02-26T12:31:03.459,2022-02-26T12:31:11.459,-86.9219,81.017,11.88976377952756,7.384615384615385,5.263157894736842,1.2169811320754718,13.490196078431374,45.30125523012552,15.454030500487846
1341250,20220502T203316439_20220502T203324439,20220502,73656.0,35.28,74206.0,358.2,75616.0,35.55,2,True,True,C1,B3,865.54,704.31,327.6,73969.91,204.8,551.84,343.039,0.976,758.85,73136.0,74.63,74176.0,357.0,75646.0,39.48,True,,,-47.0373,-48.136,-48.6116,-47.5049,-153.333,-154.045,-153.002,-152.302,2022-05-02T20:33:16.439,2022-05-02T20:33:24.439,-47.82245,-153.1705,11.763779527559056,10.85972850678733,8.421052631578947,0.7075471698113207,7.137254901960785,44.77405857740586,16.336578684896693
1397592,20220524T004105627_20220524T004113627,20220524,2095.0,60.39,3455.0,172.15,5475.0,17.1,1,False,True,C1,B1,1314.75,174.22,1380.89,3307.64,928.05,146.75,320.765,0.916,715.33,2095.0,98.22,3605.0,199.52,6295.0,-29.04,True,,,-53.2827,-54.5333,-54.5194,-53.2692,-71.363,-71.3502,-69.8959,-69.9499,2022-05-24T00:41:05.627,2022-05-24T00:41:13.627,-53.90115,-70.63975,11.88976377952756,6.009049773755656,5.131578947368421,1.1037735849056602,15.607843137254902,45.1255230125523,15.132467764635493
1375993,20220518T014108278_20220518T014116278,20220518,5845.0,103.33,7535.0,1036.51,11575.0,133.46,2,True,True,C2,C1,1904.45,2098.67,927.59,6795.3,625.65,1774.1,4944.435,0.955,4513.59,5095.0,-10.35,7395.0,1038.48,11575.0,155.61,True,,,-76.0844,-77.2993,-77.333,-76.1161,3.3491,2.977,6.6593,6.7197,2022-05-18T01:41:08.278,2022-05-18T01:41:16.278,-76.7082,4.926275,12.708661417322835,6.226244343891403,3.552631578947368,0.9622641509433962,14.901960784313726,45.03765690376569,16.61058082081557
779006,20220622T091117835_20220622T091125835,20220622,33045.0,86.55,33195.0,894.19,33815.0,90.64,5,True,True,C1,B8,890.51,2682.67,648.15,33118.07,50.15,260.15,4052.382,0.768,639.71,22615.0,86.51,33195.0,956.07,35215.0,-39.69,True,,,5.1733,3.826,3.8377,5.1851,-98.7166,-98.7001,-97.7517,-97.7663,2022-06-22T09:11:17.835,2022-06-22T09:11:25.835,4.505525,-98.233675,13.590551181102365,4.923076923076923,4.605263157894736,0.339622641509434,16.15686274509804,44.65690376569037,15.727719585628137
628181,20220208T025355818_20220208T025403818,20220208,9085.0,23.83,10365.0,240.0,12775.0,90.29,3,True,True,B4,B2,237.68,710.08,174.86,9717.23,437.44,2226.39,199.992,0.959,1234.82,8795.0,-1.23,10355.0,246.42,12775.0,90.21,True,,False,-37.7988,-38.9128,-38.5533,-37.4456,49.9278,50.3717,51.2672,50.8133,2022-02-08T02:53:55.818,2022-02-08T02:54:03.818,-38.177625000000006,50.595,12.456692913385826,7.457013574660634,5.394736842105264,0.9056603773584906,11.607843137254903,45.24267782426778,16.935375330967105
1218536,20220825T142417222_20220825T142425222,20220825,51505.0,43.24,51955.0,408.75,55335.0,40.86,7,True,True,C1,B4,979.47,2059.61,254.12,51696.07,141.84,1440.82,16251.165,0.408,1511.05,48655.0,-107.79,52005.0,650.78,58975.0,-149.11,True,,,70.4871,69.3081,68.943,70.1077,134.938,133.908,136.068,137.199,2022-08-25T14:24:17.222,2022-08-25T14:24:25.222,69.71147500000001,135.52825,15.354330708661417,4.778280542986425,4.736842105263158,0.3679245283018868,13.098039215686274,44.3347280334728,17.329854865628036
1200285,20220818T092114526_20220818T092122526,20220818,33175.0,104.58,33735.0,840.33,34335.0,82.34,2,True,True,C1,B8,816.95,856.4,5321.01,33683.67,271.02,54.67,4445.854,0.954,1199.22,33175.0,246.43,33645.0,934.03,35085.0,-29.17,True,,,79.1382,77.8979,77.3957,78.6002,-131.95,-134.304,-130.402,-127.744,2022-08-18T09:21:14.526,2022-08-18T09:21:22.526,78.25800000000001,-131.1,11.952755905511813,5.647058823529412,3.1578947368421053,0.339622641509434,17.568627450980394,45.21338912133891,16.12065132028792
294773,20200409T030600512_20200409T030608512,20200409,8815.0,9.78,9455.0,11.34,11985.0,1.14,19,False,True,A6,A1,56.07,11.48,90.26,9274.12,1161.63,185.21,3.697,0.801,209.65,8815.0,12.97,9865.0,16.29,12295.0,-1.05,True,,,85.7238,84.5691,84.9297,86.1668,43.3103,50.2333,59.2459,54.371,2020-04-09T03:06:00.512,2020-04-09T03:06:08.512,85.34735,51.790125,12.708661417322835,7.529411764705882,4.473684210526316,0.5660377358490567,14.03921568627451,44.86192468619247,15.821064499128935
191257,20240220T062530749_20240220T062538749,20240220,19875.0,30.23,20185.0,297.39,23335.0,95.17,2,True,True,B9,B2,630.78,4130.96,161.57,19987.0,85.43,2737.75,591.308,0.919,436.91,18895.0,67.14,20115.0,387.96,23335.0,109.51,True,,False,-87.6487,-88.5792,-88.6553,-87.6349,135.903,122.595,149.374,151.649,2024-02-20T06:25:30.749,2024-02-20T06:25:38.749,-88.129525,139.88025,10.881889763779528,6.4434389140271495,3.289473684210526,0.5377358490566038,16.392156862745097,46.09205020920502,16.363254716976087
529791,20211031T200541295_20211031T200549295,20211031,71785.0,225.9,71985.0,2541.03,72505.0,250.5,1,False,True,C3,C2,569.4,5264.35,2240.55,71895.65,70.34,207.13,10545.6,0.959,1682.11,70855.0,-109.78,72005.0,2952.14,76135.0,-72.38,True,,,-86.0992,-87.3485,-87.7272,-86.4124,111.685,104.358,125.459,125.887,2021-10-31T20:05:41.295,2021-10-31T20:05:49.295,-86.89682499999999,116.84725,11.196850393700789,5.212669683257919,3.947368421052632,0.7358490566037736,15.92156862745098,45.65271966527197,17.332974152661947
1220611,20220825T223412695_20220825T223420695,20220825,80965.0,65.48,81335.0,634.35,82855.0,62.94,2,True,True,C1,B6,1319.64,1808.91,469.38,81150.34,129.57,625.85,4246.769,0.88,972.86,77815.0,-91.24,81275.0,625.51,82975.0,-80.29,True,,,15.3608,14.098,14.0119,15.2712,130.364,130.274,131.156,131.25,2022-08-25T22:34:12.695,2022-08-25T22:34:20.695,14.685475,130.76100000000002,15.606299212598426,4.633484162895928,4.868421052631579,0.9056603773584906,15.372549019607844,43.48535564853557,15.128230526372164
145872,20240330T170649588_20240330T170657588,20240330,59675.0,187.01,60785.0,1894.36,64375.0,237.71,1,False,True,C2,C1,1011.67,4883.34,1468.03,60248.02,389.33,1623.16,13714.553,0.956,7606.0,59575.0,485.13,60535.0,2020.22,64375.0,126.73,True,,False,1.8618,0.959,0.9591,1.8624,-165.798,-165.787,-165.31,-165.32,2024-03-30T17:06:49.588,2024-03-30T17:06:57.588,1.410575,-165.55375,12.26771653543307,6.081447963800905,2.1052631578947367,1.018867924528302,17.568627450980394,44.8326359832636,16.125440984098987
1061859,20220418T033713070_20220418T033721070,20220418,11025.0,490.85,12055.0,5027.42,17765.0,503.76,4,True,True,C5,C5,953.14,19143.85,3354.88,11503.37,336.87,2409.24,48108.198,0.97,12299.6,8215.0,62.04,11955.0,5543.7,22015.0,104.11,True,,False,-10.4512,-11.6466,-11.7375,-10.539,-138.941,-139.034,-138.23,-138.139,2022-04-18T03:37:13.070,2022-04-18T03:37:21.070,-11.093575,-138.586,13.590551181102365,6.660633484162896,2.236842105263158,0.4245283018867924,14.980392156862743,45.09623430962343,17.01081846109861
349375,20201109T062636270_20201109T062644270,20201109,20975.0,14.89,21615.0,144.32,23355.0,14.34,1,False,True,B3,B1,207.53,295.06,128.26,21332.09,238.3,687.09,41.7,0.981,720.54,19735.0,-2.41,21505.0,144.45,23575.0,12.0,True,,,-57.4319,-58.506,-59.0343,-57.9494,121.479,120.494,121.785,122.748,2020-11-09T06:26:36.270,2020-11-09T06:26:44.270,-58.2304,121.6265,12.708661417322835,5.212669683257919,5.394736842105264,0.339622641509434,14.431372549019608,45.27196652719665,16.64097033958828
675114,20210508T032059234_20210508T032107234,20210508,10495.0,10.59,11305.0,45.67,13285.0,4.54,5,True,False,B1,A4,91.94,75.03,49.16,10916.51,385.62,737.54,10.145,0.956,458.87,10495.0,19.24,11085.0,48.61,13975.0,-0.29,True,,,11.5528,10.1645,10.3653,11.7614,-91.6278,-91.4104,-90.4001,-90.6128,2021-05-08T03:20:59.234,2021-05-08T03:21:07.234,10.961,-91.012775,11.32283464566929,6.009049773755656,5.263157894736842,0.6226415094339623,15.450980392156865,45.21338912133891,16.11794666290848
1343117,20220503T235550421_20220503T235558421,20220503,84805.0,42.0,85755.0,414.48,86215.0,270.59,1,False,True,C1,B4,984.6,511.69,717.87,85494.4,401.82,358.96,108.726,0.996,814.78,84295.0,4.64,85875.0,442.87,86215.0,288.9,True,,,-25.5614,-26.7899,-27.1397,-25.9047,-168.394,-168.788,-167.86,-167.472,2022-05-03T23:55:50.421,2022-05-03T23:55:58.421,-26.348925,-168.1285,16.173228346456693,5.574660633484163,6.315789473684211,0.3679245283018868,10.352941176470589,43.92468619246862,17.290769649133836
734392,20220204T002432891_20220204T002440891,20220204,55.0,0.0,2035.0,200.82,2915.0,20.02,4,True,True,C1,B2,919.87,202.91,1734.3,1981.18,402.81,59.07,1732.726,0.706,578.64,55.0,138.37,2195.0,250.42,6295.0,-97.51,True,,,89.9012,88.6626,88.5102,89.0161,175.011,139.297,177.567,-125.628,2022-02-04T00:24:32.891,2022-02-04T00:24:40.891,89.022525,91.56175,11.637795275590552,6.298642533936651,2.763157894736842,0.679245283018868,17.019607843137255,45.24267782426778,16.35887334531205
658925,20220224T180900205_20220224T180908205,20220224,64765.0,1.53,65025.0,14.48,66605.0,8.2,29,True,False,A9,A1,77.84,236.32,7.78,64856.98,71.67,2728.9,15.615,0.662,152.26,61855.0,-5.0,65375.0,22.01,66605.0,6.86,True,,False,73.7086,72.5095,72.1806,73.3645,-169.649,-170.69,-168.087,-166.887,2022-02-24T18:09:00.205,2022-02-24T18:09:08.205,72.9408,-168.82825,12.20472440944882,5.212669683257919,2.763157894736842,0.339622641509434,16.0,45.35983263598327,18.11999273506372
1013024,20210304T213359571_20210304T213407571,20210304,73955.0,0.5,76065.0,4.95,78665.0,0.49,48,True,True,A1,sub-A,13.46,5.89,9.55,75535.01,903.63,698.68,1.956,0.6,229.69,72775.0,-0.5,76135.0,8.6,79615.0,-0.02,True,,False,-30.8608,-31.9435,-31.8461,-30.7657,-144.48,-144.375,-143.589,-143.704,2021-03-04T21:33:59.571,2021-03-04T21:34:07.571,-31.354025,-144.037,13.149606299212598,5.14027149321267,4.2105263157894735,0.9622641509433962,15.607843137254902,45.00836820083682,15.921120402750148
1103889,20220416T193716381_20220416T193724381,20220416,70085.0,80.36,70915.0,820.3,71755.0,82.99,3,True,True,C2,B8,2131.0,845.63,4060.46,70821.85,376.7,98.32,4065.528,0.946,1096.0,69175.0,-110.02,70855.0,901.8,73615.0,-15.75,True,,,-64.3768,-65.6031,-65.9608,-64.7228,59.3013,58.4441,60.4588,61.2365,2022-04-16T19:37:16.381,2022-04-16T19:37:24.381,-65.165875,59.860175,11.133858267716535,6.298642533936651,4.868421052631579,0.339622641509434,16.313725490196077,45.50627615062761,15.539453863382109
1196946,20220817T045516899_20220817T045524899,20220817,17585.0,259.25,17835.0,2376.29,18325.0,240.3,3,True,True,C3,C2,664.27,3864.7,2587.59,17735.77,97.99,183.42,3077.086,0.985,1654.92,16855.0,88.34,17825.0,2357.54,23455.0,-84.14,True,,,-63.8797,-64.8976,-64.5256,-63.5165,64.0526,64.8622,66.2592,65.4117,2022-08-17T04:55:16.899,2022-08-17T04:55:24.899,-64.20485,65.14642500000001,12.330708661417322,7.963800904977376,5.657894736842105,1.2452830188679247,12.862745098039216,44.86192468619247,15.077642893663594
717641,20210820T165913857_20210820T165921857,20210820,60215.0,99.63,60585.0,1051.04,61485.0,104.89,2,True,True,C1,C1,225.65,2037.73,972.16,60424.93,134.86,354.28,3062.851,0.923,1909.66,58495.0,1.65,60585.0,964.96,69775.0,-12.83,True,,,50.422,49.1695,48.7295,49.9722,150.107,149.436,150.729,151.426,2021-08-20T16:59:13.857,2021-08-20T16:59:21.857,49.5733,150.42450000000002,12.456692913385826,7.963800904977376,3.684210526315789,1.018867924528302,14.509803921568627,45.35983263598327,15.006791173240812
766012,20220226T102903459_20220226T102911459,20220226,36375.0,14.54,38555.0,143.67,38815.0,140.73,4,True,True,B1,B1,0.0,292.42,128.09,37590.76,805.24,2303.97,423.716,0.877,2230.8,33775.0,-23.17,38415.0,152.94,38815.0,150.03,True,,,-80.027,-81.1629,-80.8666,-79.7514,-14.1001,-12.6409,-8.0801,-9.9925,2022-02-26T10:29:03.459,2022-02-26T10:29:11.459,-80.451975,-11.2034,11.385826771653544,6.4434389140271495,1.5789473684210529,0.4245283018867924,17.88235294117647,45.50627615062761,16.778629552207377
1411919,20220529T035154409_20220529T035202409,20220529,13685.0,55.7,16575.0,560.06,20485.0,56.09,1,False,True,B9,B5,354.04,712.96,898.83,15735.0,1203.06,1196.0,401.958,0.989,6299.43,11695.0,-18.68,16335.0,618.38,24295.0,-44.41,True,,,-84.0055,-85.2725,-85.3008,-84.0277,34.9043,33.3862,43.971,43.2358,2022-05-29T03:51:54.409,2022-05-29T03:52:02.409,-84.651625,38.874325,12.330708661417322,4.850678733031674,3.1578947368421053,1.1886792452830188,16.627450980392158,45.15481171548117,16.689775927552546
133410,20240421T052417082_20240421T052425082,20240421,18535.0,913.98,19655.0,1037.51,24775.0,456.75,1,False,True,C2,C1,1089.92,1209.98,2346.77,18755.0,2954.47,1909.19,9179.778,0.854,3626.39,18535.0,783.77,19355.0,1200.85,24775.0,351.71,True,,False,-64.2772,-65.3274,-65.6535,-64.5938,-89.5337,-90.3143,-88.767,-88.0391,2024-04-21T05:24:17.082,2024-04-21T05:24:25.082,-64.962975,-89.163525,10.31496062992126,7.167420814479638,4.078947368421053,0.7924528301886793,15.607843137254902,45.53556485355649,16.502810366177982
1429973,20221031T074942471_20221031T074950471,20221031,27895.0,0.0,29085.0,58.23,29835.0,5.76,2,True,True,B6,A5,556.31,58.89,482.33,29029.94,345.42,52.86,314.495,0.642,75.81,27895.0,4.38,29155.0,63.03,30415.0,-29.13,True,,False,-13.9146,-15.1794,-15.3532,-14.0834,155.681,155.508,156.399,156.57,2022-10-31T07:49:42.471,2022-10-31T07:49:50.471,-14.63265,156.0395,13.149606299212598,6.3710407239819,2.631578947368421,0.3962264150943396,15.76470588235294,45.27196652719665,16.414875204793148
226338,20200604T125354176_20200604T125402176,20200604,46356.0,7.54,46546.0,76.93,46976.0,7.57,7,True,False,B1,A7,47.03,134.94,77.62,46472.05,73.97,161.17,7.071,0.982,193.71,45656.0,-0.23,46556.0,73.07,48176.0,0.07,True,,,-68.9473,-70.2508,-70.2763,-68.9713,-142.45,-142.632,-139.962,-139.941,2020-06-04T12:53:54.176,2020-06-04T12:54:02.176,-69.611425,-141.24625,11.637795275590552,8.542986425339366,9.736842105263158,0.9622641509433962,8.627450980392158,44.59832635983263,15.89433470263873
247265,20200403T060033206_20200403T060041206,20200403,20925.0,0.47,21165.0,4.68,21995.0,0.47,12,False,True,sub-A,sub-A,2.88,11.9,3.65,21047.68,83.6,341.72,0.603,0.785,74.98,20215.0,0.56,21155.0,6.64,22015.0,0.86,True,,False,-78.2995,-79.5849,-79.6935,-78.4002,140.683,139.921,144.846,145.077,2020-04-03T06:00:33.206,2020-04-03T06:00:41.206,-78.994525,142.63175,12.89763779527559,5.574660633484163,4.2105263157894735,0.7075471698113207,15.450980392156865,45.15481171548117,16.00383597800142
982030,20210317T115550346_20210317T115558346,20210317,40015.0,2.14,41035.0,20.86,43855.0,3.69,30,False,False,A3,A2,18.83,54.23,16.1,40535.0,358.52,1513.45,4.707,0.89,601.4,39655.0,2.34,41135.0,23.32,43855.0,2.66,True,,False,4.2726,2.8273,2.8497,4.2944,-130.865,-130.838,-129.789,-129.814,2021-03-17T11:55:50.346,2021-03-17T11:55:58.346,3.561,-130.32649999999998,13.84251968503937,2.823529411764706,2.8947368421052637,0.5094339622641509,16.07843137254902,45.15481171548117,18.69653701079632
912289,20220719T075148601_20220719T075156601,20220719,27905.0,25.63,28905.0,256.69,29915.0,25.99,3,True,True,C1,B2,1068.03,263.95,1329.23,28795.24,455.56,113.38,430.745,0.945,608.27,25855.0,36.88,28915.0,281.66,30655.0,-37.17,True,,,50.306,48.8625,48.8814,50.3256,-94.9084,-94.8445,-93.2517,-93.2668,2022-07-19T07:51:48.601,2022-07-19T07:51:56.601,49.593875,-94.06785,11.32283464566929,8.615384615384615,4.2105263157894735,0.7075471698113207,14.27450980392157,45.68200836820084,15.187189081222895
347159,20201108T080055356_20201108T080103356,20201108,28775.0,1.71,29075.0,16.45,29395.0,1.72,2,True,False,B2,A1,194.35,17.58,53.65,29026.49,135.84,55.79,6.442,0.815,29.02,28255.0,0.78,28955.0,19.09,29935.0,-1.12,True,,,88.9308,87.7743,87.3741,88.3936,109.226,104.713,122.493,138.161,2020-11-08T08:00:55.356,2020-11-08T08:01:03.356,88.1182,118.64825,11.385826771653544,6.298642533936651,1.5789473684210529,0.4528301886792453,17.80392156862745,45.62343096234309,16.856400606338966
1212535,20220823T193933503_20220823T193941503,20220823,70326.0,20.27,70866.0,211.83,71436.0,21.79,4,True,True,B5,B2,348.25,230.0,617.17,70768.16,236.56,110.49,87.114,0.962,457.18,65816.0,8.22,70806.0,223.6,73856.0,-2.06,True,,,-21.5394,-22.7746,-22.5752,-21.3442,158.225,158.43,159.326,159.114,2022-08-23T19:39:33.503,2022-08-23T19:39:41.503,-22.05835,158.77375,14.283464566929132,2.8959276018099547,5.0,0.9622641509433962,15.294117647058822,44.86192468619247,16.702301347066225
1268465,20221020T125011611_20221020T125019611,20221020,45315.0,30.37,45635.0,310.4,46365.0,195.86,2,True,True,C1,B3,812.42,2222.23,181.21,45446.92,96.73,1486.73,287.901,0.982,567.33,44455.0,-8.88,45575.0,318.54,46365.0,163.47,True,,,-65.6574,-66.843,-67.2062,-66.009,118.384,117.466,119.471,120.311,2022-10-20T12:50:11.611,2022-10-20T12:50:19.611,-66.4289,118.90800000000002,11.32283464566929,4.995475113122172,5.0,0.7075471698113207,15.92156862745098,45.44769874476987,16.60487569917636
407844,20210829T220421257_20210829T220429257,20210829,78485.0,6.28,79575.0,62.99,80675.0,6.27,10,True,True,B3,A6,279.12,64.65,339.41,79458.55,496.39,118.49,55.36,0.901,317.52,78055.0,5.73,79535.0,72.11,81075.0,0.18,True,,False,22.4623,21.0742,20.9405,22.3245,-151.724,-151.865,-150.808,-150.656,2021-08-29T22:04:21.257,2021-08-29T22:04:29.257,21.700375,-151.26325,11.700787401574804,5.791855203619909,3.552631578947368,0.5094339622641509,17.490196078431374,45.71129707112971,15.243798704032685
327683,20200327T180152306_20200327T180200306,20200327,64706.0,2.76,65476.0,27.22,66266.0,2.78,19,True,False,A6,A2,39.98,27.98,142.58,65397.04,354.72,87.23,4.686,0.944,241.54,63655.0,-0.65,65236.0,30.62,67856.0,1.31,True,,,-43.1731,-44.511,-44.51,-43.1719,-133.142,-133.144,-131.833,-131.857,2020-03-27T18:01:52.306,2020-03-27T18:02:00.306,-43.8415,-132.494,12.582677165354331,5.936651583710408,3.026315789473684,0.990566037735849,17.254901960784316,45.03765690376569,15.171230559175712
1424057,20221017T113022634_20221017T113030634,20221017,40865.0,22.34,42805.0,220.31,44165.0,22.06,6,False,True,B6,B2,415.58,241.81,1670.52,42375.46,745.43,135.24,486.423,0.89,577.83,40495.0,45.12,42805.0,280.84,46135.0,-4.59,True,,False,31.8088,30.5075,30.7196,32.025,158.242,158.494,159.542,159.303,2022-10-17T11:30:22.634,2022-10-17T11:30:30.634,31.265225,158.89525,12.015748031496065,8.97737556561086,4.736842105263158,0.339622641509434,13.490196078431374,45.33054393305439,15.109671644634716
1234817,20220827T173819045_20220827T173827045,20220827,61975.0,1895.62,62405.0,2988.56,63905.0,300.76,2,False,True,C6,C2,3193.47,4318.03,3790.83,62085.1,367.11,524.09,99305.112,0.919,3587.3,61975.0,2618.41,62515.0,4317.04,64855.0,-321.55,True,,,49.8669,48.6141,48.3379,49.5842,105.87,105.466,106.743,107.177,2022-08-27T17:38:19.045,2022-08-27T17:38:27.045,49.100775,106.314,11.952755905511813,7.819004524886878,4.605263157894736,0.339622641509434,15.215686274509803,45.03765690376569,15.030010591921638
1093465,20220502T022713514_20220502T022721514,20220502,7855.0,0.0,10325.0,258.82,10895.0,25.65,1,False,True,B8,B2,560.38,264.28,1562.75,10267.39,260.12,55.13,1701.174,0.857,269.39,7855.0,-54.05,10315.0,396.17,11685.0,-13.91,True,,False,29.1924,27.9036,28.2876,29.5838,-143.715,-143.269,-142.255,-142.692,2022-05-02T02:27:13.514,2022-05-02T02:27:21.514,28.74185,-142.98275,14.15748031496063,4.923076923076923,3.552631578947368,0.339622641509434,16.235294117647058,44.48117154811715,16.310722875741448
1293807,20221004T212544333_20221004T212552333,20221004,71395.0,32.03,73325.0,322.25,78175.0,98.38,3,True,True,C1,B3,1061.18,1053.57,225.99,72325.0,650.38,3800.12,2074.619,0.843,2742.94,69535.0,60.83,73105.0,384.24,78175.0,23.99,True,,,-43.5256,-44.6759,-44.7868,-43.6346,144.208,144.051,145.091,145.229,2022-10-04T21:25:44.333,2022-10-04T21:25:52.333,-44.155725,144.64475000000002,11.007874015748031,9.122171945701355,5.394736842105264,0.5660377358490567,13.019607843137257,45.06694560669456,15.82262601076448
247873,20200403T011641206_20200403T011649206,20200403,315.0,0.61,1645.0,6.06,8815.0,0.72,62,False,False,sub-A,sub-A,2.31,23.95,4.0,923.24,434.77,3263.26,0.681,0.805,816.59,295.0,1.16,1415.0,8.72,8815.0,-0.01,True,,False,63.0616,61.7353,61.8706,63.2013,142.281,142.627,144.591,144.33,2020-04-03T01:16:41.206,2020-04-03T01:16:49.206,62.4672,143.45725000000002,11.763779527559056,5.791855203619909,3.421052631578948,0.7358490566037736,16.392156862745097,45.41841004184101,16.476896676052206
